,name,keyword,additional_regex,category,subcategory,location,year,funding,website,summary
729,Lily ai,lily ai,,Applications - Enterprise,Marketing,United States,2015,$39.5M,https://www.lily.ai/,"Lily AI uses AI to help brands and retailers understand the individual customer’s emotional context. Lily AI combines deep product tagging with deep psychographic analysis to determine the active state of mind of each shopper and turns that into timely personalized interactions. The company was founded in 2015 and is based in Mountain View, California."
796,Linksquares,linksquares,,Applications - Enterprise,Legal,United States,2015,$163.97M,https://linksquares.com/,"LinkSquares provides an AI contract analytics software designed to help legal and finance teams work smarter by simplifying contract management, analysis, and reporting. It offers solutions such as crisis management, contract review, contract storage, data privacy and compliance, and deal acceleration. The company was founded in 2015 and is based in Boston, Massachusetts."
1118,Linux High Availability,linux high availability,,Open Source Infrastructure,Frameworks,,,,https://ubuntu.com/server/docs/ubuntu-ha-introduction,"
"
752,Liveperson,liveperson,,Applications - Enterprise,Customer Experience,United States,1995,$41.59M,https://www.liveperson.com/,"LivePerson (NASDAQ: LPSN) aims to help companies with customer servicing, retention, and upselling via its LP Marketer, LP Chat, and LP Voice offerings.
"
1070,Locus Robotics,locus robotics,,Applications - Industry,Industrial & Logistics,United States,2014,$432.82M,https://locusrobotics.com/,"Locus Robotics designs and builds autonomous mobile robots that work collaboratively alongside workers in the logistics and fulfillment industries. Its multi-bot solution incorporates autonomous mobile robots that operate collaboratively with human workers to improve piece‐handling, case-handling, and pallet-moving productivity. The company was founded in 2014 and based in Wilmington, Massachusetts."
1332,Loft Orbital,loft orbital,,Data Sources & APIs,Air/Space/Sea,United States,2016,$156.2M,https://www.loftorbital.com/,"Loft Orbital is an end-to-end service that affordably delivers earth observation payloads to orbit on a high-performance, standard satellite platform.
"
410,LogicMonitor,logicmonitor,,Analytics,Log Analytics,United States,2008,$152M,https://www.logicmonitor.com/,"LogicMonitor is the SaaS-based performance monitoring solution, enabling IT Ops teams to intelligently monitor the infrastructure, applications and services fueling businesses. LogicMonitor, a software-as-a-service, or SaaS, company that helps businesses monitor data centers and flag possible problems.
"
421,LogRythm,logrythm,,Analytics,Log Analytics,United States,2003,$126.25M,https://logrhythm.com/,"LogRhythm, a provider in security intelligence and analytics, empowers organizations around the globe to rapidly detect, respond to and neutralize damaging cyber threats. The company's platform unifies next-generation SIEM, log management, network and endpoint monitoring, and advanced security analytics. In addition to protecting customers from the risks associated with cyber threats, LogRhythm provides unparalleled compliance automation and assurance, and enhanced IT intelligence.
"
1273,Logstash,logstash,,Open Source Infrastructure,Logging & Monitoring,,,,https://github.com/elastic/logstash,"Logstash - transport and process your logs, events, or other data
"
413,Logz.io,logz.io,,Analytics,Log Analytics,Israel,2014,$122M,https://logz.io/,"Logz.io offers a cloud-based service that enables companies to process the diagnostics data they collect about their applications.
"
335,Looker,looker,,Analytics,BI Platforms,United States,2012,$280.5M,https://www.looker.com/,"Looker provides a SaaS unified platform for data that delivers business insights to every employee at the point of decision. It delivers applications through its platform, including Business Intelligence, business-specific solutions such as Digital Marketing Analytics and Web Event Analytics, and a flexible, embedded analytics framework. The solution also integrates data into the daily workflows of users to allow organizations to extract value from data at web scale. The company was founded in 2012 and is based in Santa Cruz, California."
429,Luabase,luabase,,Analytics,Crypto & Web 3 Analytics,United States,2022,$4.5M,https://luabase.com/,"Luabase ingests, models, and enriches blockchain data. It allows users to mitigate the cost of querying large sums of blockchain data with SQL, analyze it in Notebooks, and embed the data in various applications via its API. The company was founded in 2022 and is based in Philadelphia, Pennsylvania."
1270,Lucene,lucene,,Open Source Infrastructure,Open Source Infra - Search,,,,https://github.com/apache/lucene,"Apache Lucene open-source search software
"
449,Lucidworks,lucidworks,,Analytics,Enterprise Search,United States,2007,$211M,https://lucidworks.com/,"Lucidworks builds AI-powered search solutions for various large brands. Fusion, Lucidworks' advanced development platform, provides the capabilities needed to design, develop, and deploy intelligent search applications at any scale. Companies across all industries, from consumer retail and healthcare to insurance and financial services, rely on Lucidworks every day to power their consumer-facing and enterprise search apps.
"
1245,Ludwig,ludwig,,Open Source Infrastructure,AI Frameworks & Libraries,,,,https://github.com/ludwig-ai/ludwig,"Data-centric declarative deep learning framework
"
1169,Luigi,luigi,,Open Source Infrastructure,Open Source - Orchestration,,,,https://github.com/spotify/luigi,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution, workflow management, visualization etc. It also comes with Hadoop support built in. 
"
930,Luma.ai,luma.ai,,Applications - Horizontal,Animation & 3D,United States,2021,$4.3M,https://lumalabs.ai/,"Luma AI is developing a neural rendering technology that makes it possible to take a small number of photos to generate, shade, and render a photo-realistic 3D model of a product."
